category,style,size,chest_cm,waist_cm,arm_length_cm,neckline_cm
tops_tshirts,regular,XXS,77.89177823577243,64.27070279198507,59.0,33.0
tops_tshirts,regular,XXS,75.03460703545359,64.8330065034503,59.0,33.0
tops_tshirts,regular,XXS,77.97947501153482,65.50199183916628,59.0,33.0
tops_tshirts,regular,XXS,76.18681421523671,64.08712264652947,59.0,33.0
tops_tshirts,regular,XXS,77.8436325564937,64.85495006139051,59.0,33.0
tops_tshirts,regular,XXS,76.71834837033892,64.03983471230607,59.0,33.0
tops_tshirts,regular,XXS,76.48066199107488,64.69973851740227,59.0,33.0
tops_tshirts,regular,XXS,75.97890781023068,62.34689551858032,59.0,33.0
tops_tshirts,regular,XXS,76.23631680834286,62.07724005350971,59.0,33.0
tops_tshirts,regular,XXS,77.55803336592874,64.67035131740242,59.0,33.0
tops_tshirts,regular,XXS,74.63366966660239,64.71745764607705,59.0,33.0
tops_tshirts,regular,XXS,76.7108766364623,64.30480570483397,59.0,33.0
tops_tshirts,regular,XXS,74.79926162496669,64.16565958752969,59.0,33.0
tops_tshirts,regular,XXS,76.4847507745757,64.37050687074364,59.0,33.0
tops_tshirts,regular,XXS,77.82881185334138,63.74526827006728,59.0,33.0
tops_tshirts,regular,XXS,75.50432316103036,65.79159587282986,59.0,33.0
tops_tshirts,regular,XXS,77.60452539934221,62.84575023000698,59.0,33.0
tops_tshirts,regular,XXS,75.6828013176412,64.57016244278023,59.0,33.0
tops_tshirts,regular,XXS,77.81029841628705,64.7211190392882,59.0,33.0
tops_tshirts,regular,XXS,76.24485960732115,64.83362691742433,59.0,33.0
tops_tshirts,regular,XXS,74.1497152989602,62.89065892113462,59.0,33.0
tops_tshirts,regular,XXS,76.47030393057271,65.05161829172981,59.0,33.0
tops_tshirts,regular,XXS,76.13869958676874,64.41648752821548,59.0,33.0
tops_tshirts,regular,XXS,74.79381020012495,65.86218140474188,59.0,33.0
tops_tshirts,regular,XXS,74.98050571134871,62.11423824058601,59.0,33.0
tops_tshirts,regular,XXS,74.54494832109054,65.04200854806427,59.0,33.0
tops_tshirts,regular,XXS,75.33663356757324,64.6377256283698,59.0,33.0
tops_tshirts,regular,XXS,75.00330802028083,64.78671233764373,59.0,33.0
tops_tshirts,regular,XXS,76.43758015597489,64.4611466763029,59.0,33.0
tops_tshirts,regular,XXS,74.69297994034467,63.77104533522192,59.0,33.0
tops_tshirts,regular,XXS,74.79761291624243,64.47052683236305,59.0,33.0
tops_tshirts,regular,XXS,76.7026013348419,64.91112796258028,59.0,33.0
tops_tshirts,regular,XXS,75.0594670728956,62.181160739601204,59.0,33.0
tops_tshirts,regular,XXS,77.29497578212691,64.0755812678944,59.0,33.0
tops_tshirts,regular,XXS,75.4858898617132,64.72621418882913,59.0,33.0
tops_tshirts,regular,XXS,77.97425367544147,64.47089968101113,59.0,33.0
tops_tshirts,regular,XXS,74.49520310433665,63.88267336688385,59.0,33.0
tops_tshirts,regular,XXS,74.02808316939814,63.99187147509819,59.0,33.0
tops_tshirts,regular,XXS,77.50678688376216,62.067471161678604,59.0,33.0
tops_tshirts,regular,XXS,76.37272510607922,62.60831988796993,59.0,33.0
tops_tshirts,regular,XXS,76.65081573435344,62.85116491445303,59.0,33.0
tops_tshirts,regular,XXS,74.25730051955819,62.49882882840246,59.0,33.0
tops_tshirts,regular,XXS,77.501361959248,64.94357049343051,59.0,33.0
tops_tshirts,regular,XXS,77.06997348939079,64.2036922004048,59.0,33.0
tops_tshirts,regular,XXS,76.82915807877804,64.52817651287482,59.0,33.0
tops_tshirts,regular,XXS,77.907232772122,62.693897115253925,59.0,33.0
tops_tshirts,regular,XXS,74.84217278823715,63.220314647027536,59.0,33.0
tops_tshirts,regular,XXS,74.49994936431922,63.324572083724426,59.0,33.0
tops_tshirts,regular,XXS,76.20576968266148,64.65811861644386,59.0,33.0
tops_tshirts,regular,XXS,76.74408393863136,62.067456236009605,59.0,33.0
tops_tshirts,regular,XXS,77.77754043399132,65.19739076022965,59.0,33.0
tops_tshirts,regular,XXS,77.77233975800868,65.9447667867955,59.0,33.0
tops_tshirts,regular,XXS,76.38174377317027,63.22076360116118,59.0,33.0
tops_tshirts,regular,XXS,76.78703449128288,65.64725282174983,59.0,33.0
tops_tshirts,regular,XXS,76.13066357827407,63.955161316876136,59.0,33.0
tops_tshirts,regular,XXS,74.38301257846179,62.01808304365909,59.0,33.0
tops_tshirts,regular,XXS,74.65448479578205,64.79150332851945,59.0,33.0
tops_tshirts,regular,XXS,75.96680251950112,62.150103048243714,59.0,33.0
tops_tshirts,regular,XXS,75.07637706755827,62.98439917030768,59.0,33.0
tops_tshirts,regular,XXS,77.76343647849254,64.7074743087353,59.0,33.0
tops_tshirts,regular,XXS,76.74827680333155,62.66726019589066,59.0,33.0
tops_tshirts,regular,XXS,77.2722669329649,63.895380944896935,59.0,33.0
tops_tshirts,regular,XXS,75.28892652728499,63.35257320355104,59.0,33.0
tops_tshirts,regular,XXS,76.83418863480355,65.85905731294596,59.0,33.0
tops_tshirts,regular,XXS,77.8908867356207,62.853102377648526,59.0,33.0
tops_tshirts,regular,XXS,74.03860435349713,64.15736718856627,59.0,33.0
tops_tshirts,regular,XXS,77.91640503682443,65.38113059351684,59.0,33.0
tops_tshirts,regular,XXS,75.44556749115118,63.18292501833472,59.0,33.0
tops_tshirts,regular,XXS,77.055430887587,65.26401281065512,59.0,33.0
tops_tshirts,regular,XXS,76.92227730212845,62.78011266937993,59.0,33.0
tops_tshirts,regular,XXS,76.78414496225648,65.50121322085903,59.0,33.0
tops_tshirts,regular,XXS,77.74566501713916,63.67344103575145,59.0,33.0
tops_tshirts,regular,XXS,76.0575191229124,62.11278356843886,59.0,33.0
tops_tshirts,regular,XXS,77.44392042939197,64.57161900239817,59.0,33.0
tops_tshirts,regular,XXS,75.44197683164427,63.662050149124596,59.0,33.0
tops_tshirts,regular,XXS,77.4660959869314,63.64088271075813,59.0,33.0
tops_tshirts,regular,XXS,76.13520162260319,65.18803158780682,59.0,33.0
tops_tshirts,regular,XXS,75.24061396664622,63.46801099217977,59.0,33.0
tops_tshirts,regular,XXS,76.0396569858839,64.88239402621662,59.0,33.0
tops_tshirts,regular,XXS,77.90881996043669,62.690618306145,59.0,33.0
tops_tshirts,regular,XXS,76.81407727801054,65.88664800994738,59.0,33.0
tops_tshirts,regular,XXS,75.37409082684415,65.03842234043161,59.0,33.0
tops_tshirts,regular,XXS,74.73212282553773,65.97091851497368,59.0,33.0
tops_tshirts,regular,XXS,77.75218058255585,62.73251540528215,59.0,33.0
tops_tshirts,regular,XXS,76.06667437104043,63.877695376836684,59.0,33.0
tops_tshirts,regular,XXS,74.78158065068693,64.54509825668127,59.0,33.0
tops_tshirts,regular,XXS,75.13868806215966,63.56194839120345,59.0,33.0
tops_tshirts,regular,XXS,75.0510546226063,64.49478715574377,59.0,33.0
tops_tshirts,regular,XXS,75.47686883748065,63.40755501520068,59.0,33.0
tops_tshirts,regular,XXS,74.82798597037575,64.29357209809109,59.0,33.0
tops_tshirts,regular,XXS,77.96854565928577,65.76794973858703,59.0,33.0
tops_tshirts,regular,XXS,75.67365889981802,62.53005417262036,59.0,33.0
tops_tshirts,regular,XXS,76.93802483561927,62.45893127422171,59.0,33.0
tops_tshirts,regular,XXS,74.01832819343375,62.53123653103632,59.0,33.0
tops_tshirts,regular,XXS,74.5777550638245,62.10244903362722,59.0,33.0
tops_tshirts,regular,XXS,76.22214248479987,65.85495827223211,59.0,33.0
tops_tshirts,regular,XXS,77.23104326273534,62.54044457903633,59.0,33.0
tops_tshirts,regular,XXS,75.93544869723402,64.31893339926073,59.0,33.0
tops_tshirts,regular,XXS,77.02477936343473,65.40834656142113,59.0,33.0
tops_tshirts,regular,XXS,76.72761624070498,64.1517443288188,59.0,33.0
tops_tshirts,regular,XS,84.4123213841855,68.52829313721199,59.0,34.397327178714214
